keywords;title;description;modified;Typ;Kontakt;URL
Naturgefahren;Auftauen des Permafrostes;Oberhalb von 2500 Metern ist der Boden in der Schweiz je nach geographischer Ausrichtung ständig gefroren. Dieses Phänomen heisst Permafrost. Aufgrund der Klimaänderung wird die Permafrostgrenze in den nächsten Jahrzehnten ansteigen. Durch das Auftauen können in den Bergen Steinschlag, Fels- oder Bergstürze sowie Rutschungen und Murgänge ausgelöst werden. Die Auftauschicht zeigt die Entwicklung in den obersten Schichten des Permafrostes. Steigt die Erwärmung im normalerweise gefrorenen Boden, wird die Auftauschicht grösser. Verantwortlich dafür ist nicht alleine die Lufttemperatur, sondern auch die zeitliche Verteilung der isolierenden Schneedecke im Jahresgang. Eine frühe Schneedecke im Herbst kann die Sommerwärme im Boden isolieren. Hingegen bewirkt eine lang andauernde Schneedecke im Frühling eine Abschirmung vor Wärme und Sonnenstrahlen;;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Todesfälle durch Hochwasser, Murgänge, Rutschungen, Sturzprozesse und Lawinen;Naturereignisse können Menschen das Leben kosten. Die Zahl der Todesopfer hängt einerseits von der Schwere der Ereignisse ab, andererseits auch von individuellem Verhalten und von den Massnahmen zum Schutz vor Naturereignissen. Der Indikator steht damit für den Erfolg präventiver Massnahmen wie auch für das gefahrengerechte Verhalten der betroffenen Bevölkerung.;2024-04-24 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Schäden durch Hochwasser, Murgänge, Rutschungen und Sturzprozesse;Hochwasser, Murgänge, Rutschungen und Sturzprozesse können bedeutende Schäden verursachen. Die Höhe der Schäden wird von der Nutzung des Siedlungsraums und von der Intensität und der räumlichen Ausdehnung der Naturereignisse beeinflusst. Sie hängt somit auch von den Massnahmen ab, die ergriffen werden, um Menschen, Umwelt und Sachwerte zu schützen. Die Schadensumme im Ereignisfall ist ein Indikator einerseits für den Erfolg der vorbeugenden Massnahmen zum Schutz vor Naturereignissen und andererseits für die Verletzlichkeit von Bauten und Infrastrukturen.;;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Erdbebenspezifische Bauauflagen für Privatgebäude;Erdbebenschäden können vermindert werden, indem Neubauten erdbebensicher gebaut und bestehende Gebäude entsprechend saniert werden. Ohne staatliche Kontrolle der Bauauflagen werden Erdbebenvorschriften jedoch sehr oft vernachlässigt oder falsch umgesetzt. Erst wenn die Kantone und Gemeinden spezifische Bauauflagen zur Erdbebensicherheit verlangen, wird das erdbebengerechte Bauen systematischer und besser.  ;2024-10-11 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Anzahl lokale Naturgefahrenberatende;;2024-07-17 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Projekte mit Mehrleistungen;;2024-11-28 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Grundlagen zur lokalen Erdbebengefährdung;Die Stärke und Dauer der Erdbebenerschütterungen an einem Standort hängen sehr stark von den Eigenschaften des lokalen Baugrunds ab. Um die lokale Gefährdung zu bestimmen, erstellen die Kantone aus eigener Initiative und mit fachlicher Unterstützung des Bundes Karten der Baugrundklassen und spektrale Mikrozonierungen. Diese Grundlagen werden beispielsweise von den Baufachleuten genutzt, um erdbebensichere Bauwerke zu entwerfen oder die Erdbebensicherheit von bestehenden Bauwerken zu untersuchen.;2024-07-17 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Erdbebenspezifische Vollzugspraxis bei Leitbehörden und Bauherrenvertretern des Bundes;;2024-10-11 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Investitionen Öffentlichkeit für den Schutz vor Naturgefahren nach WBG und WaG;Die Zahlen zeigen das finanzielle Engagement des Bundes bei der Prävention vor Naturgefahren, die eine gemeinsame Aufgabe von Bund und Kantonen ist. Der Bund unterstützt die Erarbeitung von Gefahrengrundlagen (Gefahrenkarten), die Realisierung von Schutzbauten (Bach-, Lawinen- und Steinschlagverbauungen), die Schutzwaldpflege und die Vorbereitung von Interventionsmassnahmen. Enthalten sind auch Ausgaben für die Verbesserung der Warnung und Alarmierung vor Naturgefahren (OWARNA). Die Summe des Zahlungskredits spiegelt 40% der Gesamtausgaben des Bundes im Bereich Investitionen für den Schutz vor Naturgefahren wider.;2024-11-28 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Stand Umsetzung Massnahmen IRM gemäss Bericht Umgang mit Naturgefahren in der Schweiz;;2024-10-11 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Entwicklungsstand der Instrumente für das Monitoring und die Steuerung der Risiken gravitative Gefahren, Störfälle und Erdbeben;;2024-04-22 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Behandelte Schutzwaldfläche;Die Behandlung der Schutzwälder, bzw. die Pflegemassnahmen tragen zur langfristigen Gewährleistung der Schutzwirkung von Schutzwäldern bei. Um beispielsweise Pflegerückstände oder fehlende Verjüngung zu vermeiden, sind rechtzeitige und regelmässige Massnahmen nötig. Der Indikator dient dementsprechend hierfür als direkte Kontrollgrösse. Die Schutzwaldpflege ist das Pendant zum Unterhalt bei Schutzbauten und bildet die Anstrengungen der öffentlichen Hand zum Unterhalt der Schutzwälder ab.;;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wirtschaft und Konsum;Material-Fussabdruck;Der Material-Fussabdruck (Raw Material Consumption, RMC) zeigt die Gesamtmenge der Rohstoffe, die in der Schweiz oder im Ausland benötigt werden, um die schweizerische Nachfrage nach Gütern und Dienstleistungen zu decken. Alle Materialien, die während des Produktlebenszyklus verbraucht werden, fliessen in diesen Indikator mit ein. Der Abbau, der Transport, die Verwendung und die Entsorgung von Material belasten die Umwelt durch Landverbrauch und Emissionen. Eine Abnahme des Material-Fussabdrucks ist deswegen wichtig.;2024-08-30 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wirtschaft und Konsum;Biodiversitäts-Fussabdruck;Die Herstellung, Nutzung und Entsorgung der in der Schweiz konsumierten Güter ist mit Landnutzungen verbunden, welche die Biodiversität beinträchtigen können. Der Biodiversitäts-Fussabdruck zeigt das Ausmass dieser Beeinträchtigungen. Er basiert auf dem Artenverlustpotenzial (also der Wahrscheinlichkeit, mit der Arten global aussterben) durch bestimmte Formen der Landnutzung – wie Ackerbau oder Siedlungen – gegenüber dem natürlichen Zustand. Er wird je nach Weltregion anders berechnet: Wenn in Europa Wald in Ackerland umgewandelt wird, sind die potenziellen Biodiversitätsverluste geringer, als wenn man dies in einem Regenwaldgebiet tut. Der Indikator schliesst die im Ausland anfallenden Landnutzungen ein, welche durch importierte Produkte verursacht werden (Fussabdruck-Perspektive).;;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wirtschaft und Konsum;Treibhausgas-Fussabdruck;Die Endnachfrage von Gütern und Dienstleistungen ist häufig mit dem Ausstoss von Treibhausgasemissionen entlang der Wertschöpfungskette im In- und Ausland verbunden, beispielsweise Kohlendioxid aus dem Verkehr, der Gebäudeheizung, der Industrie, aber auch aus der Gewinnung von Rohstoffen. Lachgas- und Methanemissionen stammen insbesondere aus der Land- und Abfallwirtschaft. In einer globalisierten Wirtschaft müssen nicht nur die in der Schweiz emittierten Treibhausgase erfasst werden, sondern auch die im Ausland aufgrund der Schweizer Endnachfrage (Summe der Ausgaben der privaten Haushalte und des Staates für den Endverbrauch) entstandenen Emissionen. Wegen des hohen Import-Anteils am Gesamtkonsum fällt ein grosser Teil des Fussabdrucks im Ausland an.;2024-09-30 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wirtschaft und Konsum;Gesamtumweltbelastungs-Fussabdruck;Der Indikator zeigt, über alle Umweltbereiche hinweg, die Gesamtbelastung im In- und Ausland, die mit der Schweizer Endnachfrage verbunden ist. So werden für die Herstellung von Konsumgütern Rohstoffe und Energie benötigt und Siedlungen, Verkehr und der Anbau von Futter- sowie Lebensmitteln erfordern Land und Wasser. Während sich eine Überbeanspruchung der Ressourcen in der Schweiz eher mittel- bis langfristig auf das Wirtschaftssystem und die Lebensqualität auswirken dürfte, sind andere Länder bereits heute stark betroffen, etwa durch die Abholzung von Wäldern, den Klimawandel oder Wasserknappheit.;2024-08-19 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wirtschaft und Konsum;Ökologie im Gebäudebereich;Die Ressourcenschonung im Baubereich ist ein wichtiges Segment der Kreislaufwirtschaft und dient der Einsparung von natürlichen Ressourcen. Der Zusatz „ECO“ weist auf die über die Energie hinausgehenden ökologischen Kriterien hin. Dies in Abgrenzung zum Indikator Minergie-Standard®, welcher den Zusatz „ECO“ nicht berücksichtigt. Der Indikator gibt unter anderem einen Einblick in die Fortschritte im Bereich Abfall und Rohstoffe im wichtigen Segment der Stoffkreisläufe von Gebäuden.;;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wirtschaft und Konsum;Wasserstress-Fussabdruck;Durch die Endnachfrage in der Schweiz wird nicht nur innerhalb unserer Landesgrenzen Wasser verbraucht, sondern auch in anderen Regionen der Welt. Der Wasserstressfussabdruck-Indikator wird diesem Umstand gerecht, indem er den Wasserverberbrauch aufgrund des Schweizer Konsums im Ausland einbezieht. Er berücksichtigt die lokale Wasserverfügbarkeit bzw. -knappheit.;2024-08-30 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wirtschaft und Konsum;Ökobilanzdatensätze;;2024-10-10 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wirtschaft und Konsum;Anzahl Beschaffungen, zu denen die Fachstelle Beratungsleistungen erbringt (Anfragen für Kriterien, Labels, Anbieter etc.);;2024-10-10 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Klima;CO2-Emissionen aus Brenn- und Treibstoffen;Kohlendioxid (CO2) ist das bedeutendste vom Menschen verursachte Treibhausgas. Es entsteht vor allem bei der Verbrennung von fossilen Energieträgern. Dies sind hauptsächlich Heizöl und Gas (Brennstoffe) sowie Benzin und Diesel (Treibstoffe).;2024-07-11 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Klima;Treibhausgasemissionen pro Kopf;Die menschengemachten Emissionen von Treibhausgasen verursachen den Klimawandel. Kohlendioxid (CO2) ist das wichtigste von Menschen verursachteTreibhausgas. Es entsteht bei der Verbrennung von fossilen Energieträgern wie z.B Heizöl, Erdgas, Benzin und Diesel. Die CO2-Emissionen pro Kopf ermöglichen einen einfachen Vergleich der durchschnittlichen Emissionen in verschiedenen Staaten, unabhängig von der Bevölkerungszahl. Die totalen Treibhausgasemissionen pro Kopf zeigen, verglichen mit den CO2-Emissionen pro Kopf, ein umfassenderes Bild, lassen sich jedoch international etwas weniger gut vergleichen, da nicht für alle Länder detaillierte Daten vorliegen. Die Pro-Kopf-Emissionen der Schweiz sind, gemessen an anderen Industrieländern, eher niedrig, was vor allem auf der weitgehend CO2-freien Stromproduktion in der Schweiz und dem Fehlen von Schwerindustrie beruht. Sie sind andererseits jedoch deutlich höher als diejenigen von Entwicklungsländern. Nebst den Treibhausgasemissionen, die in der Schweiz ausgestossen werden, ist die Schweiz verantwortlich für zusätzliche Emissionen, die sogenannten „grauen Emissionen“: Wegen des hohen Import-Anteils am Gesamtkonsum fällt ein grosser Teil der durch den Konsum der Schweizer Bevölkerung verursachten Treibhausgasemissionen im Ausland an. Diese Emissionen, die im Ausland entstehen, werden im nationalen Treibhausgasinventar nicht berücksichtigt.;2024-04-15 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Klima;Treibhausgasemissionen;In der Schweiz sind die menschenverursachten Auswirkungen auf das Klima zum grossen Teil auf den energiebedingten Ausstoss von Kohlendioxid (CO2) zurückzuführen. Die bedeutendste Quelle für CO2-Emissionen in der Schweiz ist derzeit der Verkehr, gefolgt von der Industrie und den Gebäuden. Der Hauptanteil der Emissionen von Lachgas (N2O) und Methan (CH4) stammt aus der Landwirtschaft.;2024-06-17 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Klima;Treibhausgasemissionen nach Sektor;"Im Jahr 2022 beliefen sich die Treibhausgasemissionen der Schweiz auf 41.6 Millionen Tonnen CO2- Äquivalente. Dies entspricht einer Reduktion um 24 % gegenüber dem Jahr 1990. Die Entwicklung verlief nicht in allen Sektoren gleich. Im Jahr 2022 hat der Verkehr mit 33 % den höchsten Anteil an den Gesamtemissionen von Treibhausgasen. Im Zuge der Pandemie ging das Verkehrsaufkommen massiv zurück und befindet sich weiterhin unter dem vor Corona-Niveau. Die Emissionen gingen gegenüber dem Vorjahr um 1.2 % zurück und lagen 8 % unter dem Wert des Jahrs 1990. Die Industrie stiess im Jahr 2022 27 % weniger CO2- Äquivalente aus verglichen mit dem Jahr 1990. Die Emissionen im Gebäudesektor lagen im Jahr 2022 um 44 % unter dem Wert im Jahr 1990. Gesamthaft sind die übrigen Emissionen gegenüber 1990 um 13 % gesunken. Für weitere Details siehe Indikator Treibhausgasemissionen (Link weiter unten in der Rubrik ""Verwandte Indikatoren"").";2024-04-15 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Klima;Treibhausgasemissionen nach Gasen;Nach den Richtlinien der Klimarahmenkonvention (UNFCCC) werden im Treibhausgasinventar folgende Gase berücksichtigt: Kohlendioxid (CO2), Methan (CH4), Lachgas (N2O) und synthetische Gase (HFC, PFC, SF6 und NF3). CO2 ist das bedeutendste vom Menschen verursachte Treibhausgas, das vorwiegend aus der Verbrennung von Brenn- und Treibstoffen entsteht. Seit 1990 sind einzig die Emissionen der synthetischen Gase gestiegen. Diese Gase werden als Alternative zu den ozonschichtabbauenden Substanzen (auch Treibhausgase), deren Rückgang im Montréal-Protokoll geregelt ist, verwendet.;2024-04-15 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Klima;Treibhausgas-Intensität;Trotz Wachstum des BIP sind die Treibhausgasemissionen rückläufig. Dies verdeutlicht eine Entkopplung von Wirtschaftswachstum und Treibhausgasemissionen. Die Treibhausgasemissionen pro Franken BIP nahmen im Zeitraum von 1990 bis 2022 von 122 auf 55 g CO2-eq pro Franken BIP, d.h. um 55 % ab. Diese Entwicklung ist vor allem auf die erhöhte Energieeffizienz und die Verlagerung der Produktion vieler energieintensiver Güter ins Ausland zurückzuführen.;2024-11-27 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Klima;Treibhausgas-Konzentration in der Atmosphäre;Die vom Menschen verursachten Treibhausgasemissionen führen zu einer Zunahme der Konzentration dieser Gase in der Atmosphäre. Der resultierende Treibhauseffekt bewirkt den Klimawandel.;2024-11-27 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Klima;Entwicklung der Jahresmitteltemperatur;Die Verbrennung von Kohle, Gas und Öl, die Abholzung von Wäldern sowie die Massentierhaltung sind die wichtigsten Ursachen für die seit Jahrzehnten steigende Treibhausgaskonzentration in der Atmosphäre und den damit einhergehenden Temperaturanstieg. Höhere Temperaturen haben, auch wenn es sich nur um wenige Grad Celsius handelt, weitreichende Auswirkungen auf Natur und Gesellschaft.;2024-09-11 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
